All,Alt,Catalyst,Catalyst_Dead,Gal,Glc,Gul,Ido,Man,Tal
0.06856809320883359,0.01752438402762401,0.004,0.0,0.0008952803025803101,0.0070145678966364545,0.0136122361937488,0.04661508809276166,0.029597166676450046,0.01617318360136539
0.003930406184052457,0.0038560791743892722,0.004,0.0,0.006625566884712637,0.08784957280371304,0.005019937238363054,0.010134912895022373,0.02178430976940109,0.060799215050360185
0.01932969642892123,0.008743350438454705,0.004,0.0,0.005215840245137532,0.04709221133028906,0.024183833364865927,0.02341848607898195,0.02170392725186644,0.05031265486148404
0.009815702226740459,0.017677483530611413,0.004,0.0,0.007741260134531436,0.05988756110915099,0.0011786043620475965,0.0028619258203118965,0.008939930992221868,0.09189753182438369
0.07550606499778963,0.01723013907907498,0.004,0.0,0.030303291198863623,0.0023022167999195743,0.03013527543117643,0.024141776479650406,0.01467267079993574,0.005708565213585394
0.08061285175165067,0.01280503188783179,0.004,0.0,0.011699967587092469,0.03155648531354965,0.012699024800813,0.007314534528407879,0.03922485364020967,0.004087250490520804
0.00169847307789508,0.0019348888489384114,0.004,0.0,0.01841220667486012,0.0008136265574936353,0.005161903102890733,0.053517572852059284,0.009782181881367407,0.10867914700447871
0.1253353182827,0.01131400155901365,0.004,0.0,0.0026458864197133444,0.004485470049321579,0.007910153813753542,0.005843789816801049,0.006212387700585366,0.0362529923581067
0.11325569888357519,0.006362930693293357,0.004,0.0,0.003433604425524425,0.053922511781545196,0.0044779936716114405,0.011961103095242336,0.004080178939043663,0.002505978510164955
0.03752453333472449,0.008855671989447669,0.004,0.0,0.03779978147395688,0.018840365180070522,0.08698853500434676,0.003797151050634815,0.0024291172122753307,0.0037648447545434193
0.0317903721044091,0.002077685579780111,0.004,0.0,0.0005849342577455732,0.0012175494325342023,0.004081703039956629,0.04525861990083387,0.11459922989493027,0.00038990578980520644
0.0925292021587868,0.001962922703096405,0.004,0.0,0.02508076450890617,0.010691739824219055,0.042294605797980916,0.004395159376125594,0.01597147999060213,0.007074125640284969
0.014368511852617371,0.029040018811633674,0.004,0.0,0.03666708861549058,0.013935635853478828,0.031522800823445773,0.028167272774713658,0.020220516996368124,0.026078154272263655
0.030175623188547662,0.017482873544427947,0.004,0.0,0.01633588614725767,0.0270113178958968,0.019721593571771785,0.014173828533709952,0.013722783540521146,0.06137609357787892
0.015739171903696888,0.00291987503723051,0.004,0.0,0.0038264506221814347,0.007214210795636647,0.005920135221620538,0.13473043269605478,0.009525986496577358,0.020123737227004463
0.0428927636753774,0.0033188420560825516,0.004,0.0,0.14814631779886595,0.0008036469839130886,0.0016792944397055621,0.00010446581744794679,0.000466911171748599,0.0025877580568513204
0.0033565233068398445,0.003924124691189443,0.004,0.0,0.010054076203828288,0.0061753641291355105,0.11039760687749126,0.03966016381802184,0.007094121069333742,0.019338019904160092
0.010236183490868297,0.011488011227043723,0.004,0.0,0.027546031988557977,0.010056794867397238,0.09680297835917681,0.013704099344631335,0.0039060460608049373,0.02625985466149578
0.07914487003318645,0.006458128515222987,0.004,0.0,0.012726436071633793,0.01694829082720506,0.0505599237791457,0.012299214409929435,0.0011577025556806563,0.020705433808005432
0.012962852751471627,0.003201358020319367,0.004,0.0,0.0025273215974821674,0.021916225350088806,0.003638057681526733,0.058138522633754734,0.032526294423305846,0.06508936754209821
0.040426331595313315,0.06350477187798984,0.004,0.0,0.010637744516212645,0.06165477005781852,0.019254288477423574,0.0014510491885232398,0.0029057373453429684,0.00016530694135845472
0.011284019270560901,0.007091140659808786,0.004,0.0,0.012205958164921045,0.14227532569433587,0.00034236861450163443,0.004313705818029153,0.01068843943428733,0.01179904234355524
0.1287209027010719,0.004310825890217574,0.004,0.0,0.0008274969723426203,0.03411844351927034,0.01924121307957235,0.005836834102724193,0.001108908161689021,0.005835375573111029
0.07264957639482883,0.012150031615214975,0.004,0.0,0.003050108768639172,0.02446297420381496,0.0627168062496085,0.015944956199825954,0.0034287921229904593,0.005596754445108529
0.11535486154185144,0.0028884285264047784,0.004,0.0,0.02438707117517779,0.0015965919308162373,0.04701559162881897,0.004901650174847661,0.0013025480809531324,0.0025532569411414324
0.034230543215301,0.017428217194507975,0.004,0.0,0.011130528286905854,0.019832791828559206,0.0267886226950561,0.05167424342359067,0.03415407818619561,0.004760975169886094
0.001415111483861883,0.0022388058247726334,0.004,0.0,0.005800413066399544,0.0015710237500298264,0.0013267177412130428,0.014435603040408078,0.16206022438323367,0.011152100710068245
0.004351425756424526,0.0003205901208440967,0.004,0.0,0.04044688271213608,0.04847937982709515,0.012140152870520617,0.04987731206712575,0.0011952018437867108,0.04318905480199919
0.008808877563461371,0.0010357366799791552,0.004,0.0,0.003586265067381159,0.006024833994379629,0.03539224115269003,0.0993990790288657,0.03361068919980559,0.01214227731343752
0.0667109410063305,0.07412752800913881,0.004,0.0,0.0003735024925123048,0.0027645213130744308,0.0019064593935358123,0.0388001965647254,0.004079758063053787,0.01123709315763196
0.007534475728044627,0.003607138892581526,0.004,0.0,0.026063315866846112,0.010926951761078059,0.029912633017111476,0.047916916815014164,0.0012907330005411137,0.07274783491877325
0.06298526151914902,0.01230022672008551,0.004,0.0,0.02603275679254815,0.05314163791922402,0.03585550553777361,0.0033278545639031706,0.005525236628407415,0.0008315203189201339
0.013573937665895028,0.0523033018936933,0.004,0.0,0.03409576968738006,0.048199800137782134,0.007639069230894257,0.031063578253300063,0.0007545636052597531,0.012369979525790087
0.014078600756082424,0.1334247965382641,0.004,0.0,0.020377047781086573,0.006588451128897755,0.0002494376197681087,0.001636076946506128,0.018562666899971752,0.005082922329441612
0.061056332130510864,0.00840342357535486,0.004,0.0,0.09751827913556609,0.004340345385506493,0.008560617601814311,0.0061395462231784905,0.005846113126797742,0.00813534282127962
0.032279797133173915,0.056456713288858706,0.004,0.0,0.0020213399641487917,0.006378177868571376,0.0024934502917555476,0.03464535214889176,0.06359113553149331,0.0021340337731064534
0.027032160825964737,0.027755650070015354,0.004,0.0,0.0005905838751828727,0.03139901435515258,0.002883921220940537,0.005524217975634226,0.10007532323857397,0.0047391284385904136
0.03575297877494642,0.006974410280998809,0.004,0.0,0.009213226351198155,0.11425536083008472,0.0004156122892380267,0.004874383703921207,0.024306098097043705,0.004207929672553829
0.0032629543621044005,0.0007481837976134486,0.004,0.0,0.004564797841252346,0.1367443866214752,0.00046060294276457057,0.018178320047238482,0.008681958131279404,0.027358796256272366
0.03144231440706808,0.030137533114094735,0.004,0.0,0.0035623447523398825,0.019094302196548084,0.0016524845658210875,0.07104096450688448,0.03253578448893147,0.010534271968311573
0.05522462858680603,0.05055809046226011,0.004,0.0,0.016460130674316596,0.006639549065852648,0.005397428119616914,0.007440897202311619,0.006094963286077432,0.05218431260274826
0.02870886321190953,0.0048139803344145055,0.004,0.0,0.09181382539580075,0.022211413396090986,0.005975521068585554,0.024315264279261166,0.009965219102463993,0.012195913211471796
0.01742231725173222,0.01704427521605392,0.004,0.0,0.005156410677053298,0.050724832436683305,0.06569262025225302,0.012255001658912718,0.01445140067651868,0.017253141830772412
0.018246511260304486,0.005405321124004432,0.004,0.0,0.007330303642504399,0.012089403683231961,0.006424629562948675,0.0007467975034137919,0.13230664169591538,0.017450391527672363
0.025964455215964116,0.011662761480649214,0.004,0.0,0.008773809609396272,0.02139351092738738,0.02179515121563812,0.011560934015387547,0.011044586181426053,0.08780479135414714
0.012467703321213424,0.006253628411416533,0.004,0.0,0.11472773121020316,0.02019073887849118,0.030728637576446918,0.0004935517928544967,0.006453612600715137,0.008684396208660388
0.00450404111121464,7.319240222522642e-5,0.004,0.0,0.010177723779169395,0.014948188671815627,0.012647498144724585,0.14264959720437365,0.008627572314115206,0.006372186372367518
0.01412165026102721,0.002193330808649142,0.004,0.0,0.023461732094730202,0.10831088037058845,0.018090292433855824,0.006724539586437324,0.015993575450556165,0.011103998994155172
0.05913095053960183,0.06441213444192617,0.004,0.0,0.013998475187376902,0.00904207614013582,0.008470340287485362,0.006893143060127436,0.026445692575835626,0.011607187767510786
0.012581322996480957,0.004913290928243985,0.004,0.0,0.03483259516657792,0.013300447480350017,0.008246999773629964,0.09407322404747377,0.0009425840573260296,0.031109535549917376
0.026529505971277397,0.0036724337206102096,0.004,0.0,0.015126656911090873,0.11646137515018586,0.010112432259411525,0.0020551678534094526,0.021008934307861063,0.005033493826153379
0.030093918684576226,0.031240869232056854,0.004,0.0,0.028102845020760703,0.019570529720738503,0.002266659866367277,0.03824804951110595,0.009222446526240186,0.04125468143802683
0.008185810670956375,0.03213805948834206,0.004,0.0,0.006359461899422137,0.024897365196367895,0.0011794742011773428,0.04755974062729186,0.04052591986790964,0.03915416804854279
0.06265091681628342,0.016081418178261937,0.004,0.0,0.003265821987277308,0.03525134689847927,0.008981936618037258,0.016636202631054888,0.006691670794393175,0.050440686076194494
0.1437273696432944,0.012981369939219459,0.004,0.0,0.02427876215773295,0.008302610839904821,0.004935899984654812,0.0022757997265981087,0.0020945768788913203,0.001403610829704077
0.028729817172058147,0.0032585603556460896,0.004,0.0,0.03399615022706949,0.09048205535777239,0.008183344278126246,0.017963752825863637,0.009737236496665476,0.007649083286798439
0.0764683159137538,0.0026722146694650403,0.004,0.0,0.011240784914848548,0.01049260052336692,0.02744626120819356,0.02034745169815252,0.012414400262015225,0.03891797081020441
0.033841805405833834,0.03959401481578043,0.004,0.0,0.03112939324610296,0.009281831139073464,0.021864227991236967,0.028773763753608128,0.03359036838068631,0.0019245952676778468
0.023637297214901865,0.013601187162481793,0.004,0.0,0.0008743816099286616,0.01320456043361599,0.003059062529620322,0.016824730558293536,0.11583117677910781,0.012967603712056887
0.08731600830780188,0.004740662118413928,0.004,0.0,0.003514795780781436,0.010187321746948091,0.030976983760406737,0.007822493038439663,0.005956328439268379,0.0494854068079433
0.06136928067171611,0.005403749183925763,0.004,0.0,0.007917200694304006,0.04753407352423915,0.009668652353071516,0.000759203378491817,0.06462490440897131,0.002722935785280114
0.1283257000504496,0.0024893044258303887,0.004,0.0,0.008580206853957882,0.014534782754169773,0.031940223058019,0.0013498584096431317,0.001881497076107648,0.010898427371822655
0.025949580529637386,0.0194001404743771,0.004,0.0,0.013944921744647827,0.00040766405278278386,0.09351172039149583,0.006924665892497346,0.007117444245130235,0.03274386266939158
0.006302252298279931,0.001275120065668128,0.004,0.0,0.17275521532724822,0.0032017735459084393,0.003201775683415701,0.006964897993427855,0.00021307836960466763,0.006085886716446719
