All,Alt,Catalyst,Catalyst_Dead,Gal,Glc,Gul,Ido,Man,Tal
0.009021839166721201,0.0033786169433296636,0.004,0.0,0.030071489045569375,0.0844489710490228,0.0024418665661377877,0.0004080153635785103,0.03354045342621263,0.03668874843942451
0.09210071692541494,0.0020176914914913713,0.004,0.0,2.544696270236669e-5,0.035908405390509865,0.005204524681365786,0.0042742170003972355,0.0009408691294157975,0.059528128418693156
0.006917662744106207,0.030250535969449256,0.004,0.0,0.04444198183382039,0.05500840145337784,0.006947494670405719,0.03465111558921548,0.0034559566518137215,0.01832685108781221
0.04811129860031494,0.021838133283491577,0.004,0.0,0.005552791748816472,0.034749256465494135,0.05684850410403028,0.012399730823295811,0.008280419367978272,0.012219865606579184
0.0017720544963262708,0.0015494501863801107,0.004,0.0,0.032652935706395644,0.03429465891979606,0.018516897632170463,0.06054786613785105,0.015775226308644405,0.03489091061243605
0.0034933161129954036,0.008543715013059483,0.004,0.0,0.002494270691196822,0.006181105393389077,0.03951207178131632,0.06198926190110755,0.005304984189095479,0.072481274917843
0.07469384201346718,0.008919535459210358,0.004,0.0,0.017048358255380796,0.01923645767002882,0.014508971787358821,0.007353209485829304,0.019289067075769727,0.03895055825295353
0.02973064824786269,0.01227256904013713,0.004,0.0,0.13219044831233065,0.004664734018224036,0.009344334477425869,0.008707718999655908,0.0012061066813406985,0.0018834402230240084
0.12886034236561644,0.004564323424641783,0.004,0.0,0.024272346462179857,0.003649288743467002,0.0037935033644748554,0.03098030097604726,0.0019891495611577326,0.0018907451023712882
0.040239184332118295,0.0069157960256629675,0.004,0.0,0.013495946235827146,0.017038330642868055,0.08524580281434682,0.00347236596008272,0.005066660451817387,0.02852591353726875
0.028731462693676785,0.03375837507459209,0.004,0.0,0.0033482729325299736,0.02711344948111545,0.0041172806506046085,0.09918925294906447,0.0013458281199946681,0.0023960780984235916
0.005833548442471329,0.012702503860806378,0.004,0.0,0.000545183189553899,0.0010840106821945372,0.008665448432191108,0.1302847095535251,0.003875482037088512,0.03700911380216681
0.03551318463402449,0.007644507157535524,0.004,0.0,0.008361181807686807,0.10330692222897313,0.0149828952344578,0.010201631426247621,0.01666990939815996,0.0033197681129218293
