All,Alt,Catalyst,Catalyst_Dead,Gal,Glc,Gul,Ido,Man,Tal
0.002207545501890132,0.009192754333887039,0.004,0.0,0.03593597228069051,0.004584360305530799,0.07589575713638806,0.03561452241030435,0.009382512165519658,0.027186575865802684
0.020126579028189245,0.020590435915348804,0.004,0.0,0.006320460225824292,0.06814270302713529,0.02928434340285769,0.008224631391013438,0.013462521978829956,0.03384832503078456
0.02690360759768644,0.11807759592889805,0.004,0.0,0.0012392729778782472,0.004488000885330108,0.0018365633000925374,0.01423891652043347,0.03296023927896859,0.0002558035107127093
0.0031503866134272567,0.009476077013815982,0.004,0.0,0.016484670239407053,0.009696092720537708,0.030874614864933127,0.02707110195664111,0.02794796120088128,0.07529909539035652
0.02319559740632135,0.011706231375275985,0.004,0.0,0.02446561698954105,0.03982054795747586,0.06647203808888091,0.0034613521830880118,0.022143329657233795,0.008735286342180144
0.011549313559214305,0.00861129719254731,0.004,0.0,0.046726441810607186,0.0017756856588462635,0.04021106700762363,0.055138654048225474,0.0010623663429564566,0.03492517437997984
0.01965392352249483,0.11499594660716234,0.004,0.0,0.0013307423199510097,0.006943916043633691,0.002339214010459162,0.024511535197620195,0.017303926710240777,0.012920795588435485
0.020927514523916696,0.008623383796371287,0.004,0.0,0.00658195095002705,0.007103140184627196,0.11452689860893459,0.03148987836525757,0.002438045008148995,0.008309188562716539
0.008342676453720391,0.07335061064736359,0.004,0.0,0.016284370501875062,0.014072220418390633,0.0004765140471015843,0.018847674869351145,0.05666616679228596,0.011959766269917474
1.5947357162557354e-5,0.0017532829368761909,0.004,0.0,0.0009333610830284027,0.0003150965227997546,0.00020114154159016508,0.03928729567569678,0.020225722800439636,0.1372681520824063
0.010905829965342676,0.012298845636305676,0.004,0.0,0.0213503656549869,0.011368994854579763,0.020777902983843285,0.07492844780238739,0.014212557161526002,0.03415705594104045
0.033770961681766444,0.05329430186353834,0.004,0.0,0.026159854667177032,0.02877017032678214,0.03386834050446213,0.002440406546785623,0.013866290092743419,0.00782967431676302
6.462387396955385e-5,7.823412147132945e-6,0.004,0.0,0.03012669557150892,0.0033007149299456944,0.0005956373052572308,0.0017711027665764415,0.018484008200921664,0.14564939393963225
0.015864183212975003,0.008798944987617291,0.004,0.0,0.06239487298899005,0.05143791134663593,0.034450607683299814,0.0050141229521686965,0.010480143770040312,0.011559213058272007
0.010542114038452928,0.0013633749106838448,0.004,0.0,0.020551870226090577,0.017453359672635633,0.0073560477044635215,0.014491007259308172,0.052540951255048214,0.07570127493332557
0.00037401612905896655,0.0015243439670373248,0.004,0.0,0.024806004006649264,0.005221260591777669,0.011012855401340319,0.045783474950546306,0.01722735811628743,0.09405068683730274
0.14760471050156732,0.011003112852928683,0.004,0.0,0.004885444594666175,0.019956335470173468,0.005534040216650917,0.0005907945281138095,0.008672697369554798,0.0017528644663622858
0.04496741363403835,0.024914524520808203,0.004,0.0,0.0019423025470933298,0.0013235029533032695,0.10260598856773595,0.004992852792722583,0.018633444798443588,0.0006199701858562291
0.021792067102910137,0.001210721180277795,0.004,0.0,0.022067166997339988,0.0007622719521201635,0.10962152516109869,0.013658040419262649,0.0018551039315045901,0.029033103255486054
0.00744025406608989,0.020525126316954717,0.004,0.0,0.016414385728443642,0.009594838146870293,0.0064663317599903064,0.08099805547063978,0.006844080279422596,0.05171692823159757
0.0018317295868778506,0.0013826888168313306,0.004,0.0,0.016337921310670526,0.00713975399187055,0.010354693183249957,0.027427684822704558,0.01350816884042164,0.12201735944737394
0.0013907505366539538,0.004511977120974104,0.004,0.0,0.034791504993574675,0.030325917004338572,0.007479300321269377,0.022933670495653175,0.027058619921502255,0.07150825960603388
0.005092557905659881,0.02234512921040509,0.004,0.0,0.07849721021904915,0.0075699896963944335,0.026283703672856745,0.010015656038886513,0.03268986355360768,0.01750588970315526
0.1629571203544601,0.01234005409495408,0.004,0.0,0.0017606781019754425,0.001645371227126555,0.01987916758665072,0.0009245100452552775,0.00018504244323386284,0.00030805614635243285
0.0008622108629141043,0.005329792207925605,0.004,0.0,0.009580137214072929,0.03049814476123374,0.005005204425203362,0.019139630863605536,0.09235247664159742,0.037232403023448206
0.0656493075800781,0.017215341213348556,0.004,0.0,0.024823302365508195,0.044392904150042684,0.015704991009681507,0.01800534424275444,0.009888249425531145,0.00432056001305462
0.025231673548477628,0.01715271870441272,0.004,0.0,0.037418507061599104,0.004713243970876559,0.009705237643459482,0.05674440653383432,0.024168133199355124,0.02486607933799253
0.0020335392264250393,0.007607520465500754,0.004,0.0,0.015441418622823474,0.0025979727458041928,0.02468193419097853,0.022239165684684512,0.019492711049180964,0.10590573801459552
0.008330177921051311,0.013790007180942004,0.004,0.0,0.02193578331884678,0.016162659271869283,0.017005153851269775,0.012014531589763398,0.06487732373831444,0.0458843631279426
0.1362760569518828,0.012790913367436369,0.004,0.0,0.003981796215863963,0.006888296054723725,0.009642694188043508,0.016022088232705615,0.00753176155477272,0.00686639343457158
0.06273964376632063,0.03147132202283584,0.004,0.0,0.021236403090881015,0.026365567304891643,0.04410821136627793,0.005010121675696519,0.001878753463810528,0.007189977309280684
0.0013938031201636255,0.00021130299746375863,0.004,0.0,0.052659958651107494,0.005607130788275315,0.0010020778145742248,0.10828069347339347,0.0024024844549205048,0.028442548700087902
0.00034777689274711977,0.0032572384701133822,0.004,0.0,0.0041395481911999455,0.0019474360433818392,0.0033338181543238906,0.06310245872169165,0.015270944655052103,0.10860077887149006
0.004953706380151559,0.0784340600612594,0.004,0.0,0.008873535789113979,0.013234644098710672,0.002537592515094868,0.04545581404743805,0.03037069959396714,0.01613994751426427
0.0038520220910331932,0.03425618120904012,0.004,0.0,0.0023206520359852884,0.02337970693078932,0.011899101917118848,0.02156271829490229,0.03578134072687104,0.06694827679427826
0.005660873598394236,0.0025412418109161806,0.004,0.0,0.06231402835710091,0.004352838425008982,0.021125258382503332,0.005690594123638473,0.01918968990344274,0.07912547539899446
